trip_id,source,location,length,ratio,turns,Rturns,Lturns,signals,flickr,population,residential_road,secondary,primary,tertiary,footpath,cycleway,commercial,farm,forest,openland,industrial,recreational,residential,bikelane,sharrow,intersection,jobs,Ludiversity,walkability
2436627,Bikemap,South Florida,10820.75493,1.9407148,1.2013949,0.36966,0.831735,3.1421099,0.6469049,321.4727173,11.0544214,0.6802721,12.2448978,66.3265305,1.3605442,0.5102041,33.7905464,0,0,0,0,1.8527235,43.4931374,48.2993202,0,19.7768078,108.740242,0.6317178,17.0743923
2452195,Bikemap,South Florida,17176.20696,1.5137218,2.6199033,1.2226216,1.3972818,0.5822007,6.6953082,184.9860077,78.4791946,6.3127689,0,0,8.8952656,0,17.3997955,0,0.9260294,0,0,1.0070006,62.8126793,0,0,9.0241108,53.4317818,0.5171949,15.3794041
2535000,Bikemap,South Florida,33298.2163,1.2613288,2.8530056,1.1111706,1.741835,1.1111706,5.7961063,155.4014587,45.7992554,0.669145,32.0446091,0,3.5687733,0,23.4724121,0,0,0,0,10.4482899,48.7314224,19.7026024,0.0743494,16.6675587,126.3662262,0.6334167,15.4134321
2578487,Bikemap,South Florida,16693.81257,1.8569754,1.3178536,0.5990244,0.7188292,1.377756,6.1100483,117.5138855,25.5813961,5.8823528,22.0246239,1.9151847,1.7783858,0,18.6385231,0,2.063699,2.0972638,0,12.997426,38.8490868,9.9863205,0.1367989,21.5049744,108.0379715,0.5675791,14.7980728
2578568,Bikemap,South Florida,33467.80777,2.2409594,0.328674,0.2390357,0.0896384,1.3744551,8.4260073,122.9115524,8.0657206,44.884243,27.1097832,1.2696042,0.9708738,0,24.2237186,0,1.3645388,2.3641028,2.4973853,3.0692048,37.9922714,38.3121719,0.2240478,21.812006,79.385994,0.5785228,12.7718267
2796485,Bikemap,South Florida,91610.38562,1.2553161,0.3820527,0.1746527,0.2074001,0.7859371,1.1789056,104.7794876,2.1780756,15.1507902,61.2254677,9.6936331,0.3111537,0,12.740778,1.7902213,0.4617489,1.2491251,7.139648,0.7524082,16.0458126,14.2412634,0,6.0473495,53.5495415,0.583641,10.7997208
2843215,Bikemap,South Florida,99899.61911,1.7517585,0.4604622,0.210211,0.2502512,0.5305325,3.9839993,87.6915436,2.632874,47.2440948,18.5531502,26.3287411,0.5167323,0,8.0795956,1.3971468,0,2.7800262,1.8819772,4.1066799,34.8457642,19.6604328,0,8.6586914,252.9973297,0.4982367,10.6207409
2845551,Bikemap,South Florida,13611.2617,2.6448686,0.4408115,0.1469371,0.2938743,2.9387431,42.6117744,62.2920151,2.3280423,82.6455002,2.9629629,0,1.0582011,0.6349207,14.1727781,0,8.6357145,0,0,20.6305027,12.4216709,80.5290985,0,13.0039377,27.2913532,0.3555817,11.9216909
2849965,Bikemap,South Florida,59072.32518,1.7436253,1.3204153,0.6094224,0.7109928,3.8088901,5.6540861,194.9366455,6.3434076,48.1899719,24.3772831,13.0521421,1.0295583,0.3985387,28.9515991,0,3.6975508,0,0,6.5657053,35.2998619,51.5443382,0.7970774,17.7409649,283.1773376,0.4597284,14.2839136
2893190,Bikemap,South Florida,13759.78806,2.3982928,1.2354841,0.944782,0.2907022,2.1075907,17.0787506,105.0573578,3.0852995,8.8929224,19.6007252,3.2667878,1.0889292,15.9709616,44.5301361,2.7403898,0.2381736,4.5870872,2.01525,3.8445752,18.545208,0.3629764,0,18.1688843,173.8643341,0.5886391,14.5684032
2895621,Bikemap,South Florida,6377.6262,2.0383759,3.4495595,1.4111834,2.0383759,1.5679815,3.2927611,406.0680542,26.953125,3.90625,0.390625,16.40625,43.75,0,24.6256828,0,0,0,0,22.7519493,41.4602547,8.984375,0,13.4846411,135.4344025,0.5413784,16.3177853
2906542,Bikemap,South Florida,48924.01807,1.0424328,0.8584741,0.4905566,0.3679174,0.5109965,1.2263916,96.2856598,11.9453926,0,2.7303755,25.9812279,8.3617744,45.1791801,11.2626686,0,0,0.397388,0,6.9400506,49.3589668,3.2423208,1.4078498,7.8080258,53.6110344,0.5654385,9.6768026
2920395,Bikemap,South Florida,48924.01807,1.0424328,0.8584741,0.4905566,0.3679174,0.5109965,1.2263916,96.2856598,11.9453926,0,2.7303755,25.9812279,8.3617744,45.1791801,11.2626686,0,0,0.397388,0,6.9400506,49.3589668,3.2423208,1.4078498,7.8080258,53.6110344,0.5654385,9.6768026
2934505,Bikemap,South Florida,38354.4617,1.9815165,0.5214517,0.2607259,0.2607259,2.4247506,6.9613805,153.2836151,10.058404,26.5412064,41.855938,0.9733939,1.3627515,0,40.4721718,0,0.165222,0.5761808,0,5.0549374,37.1963005,25.7624912,0.0648929,29.3838043,203.6794739,0.627789,15.8682098
2937166,Bikemap,South Florida,18333.0323,1.8000295,3.3273273,1.8545759,1.4727515,1.8545759,11.9456511,111.6595688,20.2997284,12.6702995,42.7792931,0.4087194,10.4904633,2.3160763,29.516571,0,0,0,0,9.4767046,38.7379265,19.6185284,0.1362398,17.5639248,198.3999176,0.6030727,16.0732613
2947252,Bikemap,South Florida,32504.57705,1.4767151,1.4151853,0.584533,0.8306522,1.0460066,3.353374,126.5730743,19.4955692,8.3844585,33.8104973,13.9059305,0.9543285,0,17.2753601,0,1.8030318,1.9900115,0.0828571,9.1811962,44.4329147,5.3851399,0.0681663,15.1670952,138.0953674,0.5766571,14.0104275
2953941,Bikemap,South Florida,17173.65631,1.2810318,1.2228031,0.5240585,0.6987446,1.7468616,14.382493,326.834198,4.221252,0,34.6433754,0.1455604,15.5749636,0,6.548461,0,0,0,0,0.0000284,46.199501,4.3668122,0.4366812,22.7674294,144.7460785,0.5278771,14.4307108
2953945,Bikemap,South Florida,17173.65631,1.2810318,1.2228031,0.5240585,0.6987446,1.7468616,14.382493,326.834198,4.221252,0,34.6433754,0.1455604,15.5749636,0,6.548461,0,0,0,0,0.0000284,46.199501,4.3668122,0.4366812,22.7674294,144.7460785,0.5278771,14.4307108
2972097,Bikemap,South Florida,12549.70816,1.3546132,2.2311275,1.1952469,1.0358807,0.2390494,7.3308477,120.4393005,22.5099602,31.0756969,0,0.1992032,2.9880478,0,2.4559186,0,0,0,0,23.8616943,23.2181435,30.9760952,0,12.6696177,35.1686401,0.395891,7.2781744
2972107,Bikemap,South Florida,12556.21942,1.3539107,2.2299707,1.194627,1.0353435,0.2389254,7.3270464,120.4218903,22.5099602,31.0756969,0,0.1992032,2.9880478,0,2.4559186,0,0,0,0,23.8616943,23.2181435,30.9760952,0,12.6630468,35.1918755,0.3959695,7.2810569
3007830,Bikemap,South Florida,2123.800721,2.8251238,3.7668319,1.8834159,1.8834159,7.5336637,0.470854,781.6002197,26.086956,2.6086957,58.2608681,3.4782608,4.347826,1.7391304,73.4471817,0,0,0,0,0,21.9683723,19.130434,27.826086,19.3050137,510.3760376,0.7597268,18.4427299
3007906,Bikemap,South Florida,1465.762663,3.4111934,2.7289548,1.3644774,1.3644774,10.2335806,0.6822387,703.0911255,13.9784946,0,76.3440857,3.2258065,2.1505377,0,94.7991791,0,0,0,0,0,0,21.5053768,40.8602142,22.513876,645.8105469,0.7892034,18.4995766
3044515,Bikemap,South Florida,4934.652408,1.2158911,2.4317822,1.0132426,1.4185396,0,0,53.7869568,68.1372528,0,0,1.4705882,5.8823528,24.0196075,0,0,0,0,0,0,96.0066071,0,0,3.8503218,11.3481464,0.4396966,7.2034039
3088170,Bikemap,South Florida,8151.43772,1.7174884,0.490711,0.3680332,0.1226777,0.490711,3.5576546,126.2763824,14.0243902,46.9512177,14.0243902,15.2439022,0,0,13.0193472,0,0,5.4163446,7.9729605,9.3299665,42.5955772,13.4146338,0,16.1934624,56.3105507,0.5476279,13.7140703
3097379,Bikemap,South Florida,18679.71535,1.9807582,2.7302344,1.2312821,1.4989522,1.6595542,1.4989522,101.4992065,8.5561495,0.2673797,44.5187149,1.2032086,0.5347593,0,34.2615242,0,2.8869236,0.1857098,2.6525867,2.2680302,40.1446686,17.6470585,0,20.4499912,228.4073029,0.6369225,8.0447426
3114128,Bikemap,South Florida,6664.766659,1.8005131,4.2011971,2.2506413,1.9505559,3.9011118,0.4501283,462.5826721,29.5880146,41.5730324,4.1198502,11.2359552,0.3745318,0,32.3975754,0,0,0,0,4.2474189,50.4375114,7.8651686,0,17.1048756,147.120285,0.4296811,15.2613678
3125882,Bikemap,South Florida,10309.97077,1.9398698,0.3879739,0.3879739,0,1.8428762,6.8865376,170.2841644,4.3583536,31.9612598,53.5108948,2.1791768,0.2421308,0,44.6845894,0,0,0,0,7.1483951,27.0884857,29.0556908,0,23.4724236,307.8513489,0.7134455,15.7228394
3137435,Bikemap,South Florida,27950.92222,2.3612816,1.1090869,0.4651009,0.6439859,3.5776994,20.6433258,187.0056458,13.0068855,39.0206566,5.4322877,16.5263958,3.9020658,7.1155319,23.7150726,0,5.6023674,0,0,15.1915941,21.2645073,50.7268562,0.9181331,15.8134317,191.9472656,0.5105524,14.4197989
3137442,Bikemap,South Florida,15553.29238,1.5430816,0.964426,0.3214754,0.6429507,3.1504583,2.4432125,258.1043091,13.4863701,10.9038734,9.8995695,58.6800575,0.5738881,1.0043042,34.2220726,0,0,0.0332758,8.9918184,0,34.9179726,49.7847939,0,13.373374,798.1674194,0.4978955,16.1056557
3160766,Bikemap,South Florida,19264.60232,2.0244384,2.1282556,0.9862648,1.1419909,1.8168037,1.6610776,92.4097366,9.7276268,18.1582355,54.0856018,3.1128404,0.5188068,0,24.8609161,0,4.706419,0,4.6056356,0.2463695,43.7391129,44.0985718,0,20.4001102,225.9947815,0.5806057,7.948791
3166414,Bikemap,South Florida,12800.49327,1.7186837,1.4061958,0.8593419,0.5468539,0.5468539,18.9836426,129.9595947,15.1345291,0.3363229,63.789238,0,2.1300449,0,2.744339,0,0,0,0,5.5860634,73.8580933,4.0358744,0,20.4679604,80.4404221,0.4405849,9.6903381
3166415,Bikemap,South Florida,12708.459,1.7311305,1.1803162,0.7081897,0.4721265,0.5508142,19.1211224,128.5706329,15.3153152,0.3378378,64.0765762,0,1.9144144,0,2.7431514,0,0,0,0,5.5836463,73.8737869,4.0540543,0,20.6948776,80.7927094,0.4406225,9.6643267
3192183,Bikemap,South Florida,17590.64182,2.1033912,1.3075134,0.5684841,0.7390293,1.5917555,1.7623007,189.0715637,22.4113483,6.8085108,9.5035458,36.1702118,5.9574466,0.141844,21.7325516,5.21209,0.6956953,0.9324842,1.2840582,3.8190486,54.6293488,7.9432626,5.5319147,26.5482063,384.08255,0.5914788,15.3058729
3192400,Bikemap,South Florida,17667.30854,2.0942636,1.3584412,0.6226189,0.7358223,1.584848,1.7546532,188.5501404,22.34795,6.7892504,9.4766617,36.3507767,5.9405942,0.1414427,21.8731194,5.1899118,0.6926041,0.9285164,1.2785945,3.8031042,54.4003181,7.9207921,5.5162659,26.5462055,390.6705322,0.5928928,15.3009443
3202522,Bikemap,South Florida,5760.565691,2.6039109,0.6943762,0.3471881,0.3471881,0,0,52.6337013,10.3896103,0,0,11.6883116,62.7705612,0,0,25.261385,7.4335747,3.7730982,0,0,69.8985519,0,0,8.6797028,37.6782646,0.655993,8.5982885
3238205,Bikemap,South Florida,3945.574352,2.2810366,1.5206912,0.7603456,0.7603456,1.0137941,0,179.8559723,22.1518993,25.9493675,1.2658228,3.164557,29.113924,0,14.343956,0,0,0,0,8.1177406,74.7874146,0,0,18.5017414,84.0522156,0.3731591,11.955452
3309447,Bikemap,South Florida,11767.34282,1.1897334,2.8893523,1.6146381,1.2747142,1.0197715,2.8893523,88.8561249,29.1828785,0,32.4902725,17.1206226,5.836576,5.836576,26.7265358,0,0,0,0,15.6171541,37.9370842,20.0389099,0.1945525,10.1977139,115.0954437,0.8773684,10.8649149
3316890,Bikemap,South Florida,5534.434459,0.9034347,3.9751127,2.710304,1.2648085,0,2.1682432,147.865387,95.0672684,0,0,0,0,0,9.1735973,0,0,0,0,0,76.2565002,0,0,13.1901464,23.7561417,0.5733936,15.1073837
3316902,Bikemap,South Florida,4665.460479,0.6430234,3.6437991,2.1434112,1.5003878,0,2.3577523,144.7536774,95.8646622,0,0,0,0,0,12.563468,0,0,0,0,0,73.4411469,0,0,11.7887611,23.0636692,0.5998523,15.5300264
3345670,Bikemap,South Florida,25747.95718,1.0874649,1.9030637,1.242817,0.6602466,0.8155987,0.2718662,142.09758,38.5253448,2.1198156,0.3686636,50.691246,4.1474652,0.2764977,1.5730779,0,0,1.1035273,0,11.4884958,64.0580826,10.0460825,0,13.7875013,99.7982407,0.3348638,13.6071854
3350678,Bikemap,South Florida,18852.94905,1.1669261,1.9625577,1.2199683,0.7425894,1.060842,0.6895473,183.8040009,7.1428571,17.328043,18.9153442,13.7566137,6.0846562,9.7883596,33.9369736,0.5510752,0.3933809,0.2471396,1.6943498,9.749548,31.1762428,3.7037036,4.2328043,14.4804935,639.4973145,0.6585592,13.4181175
3394302,Bikemap,South Florida,67676.73345,2.1129861,0.4432838,0.1920896,0.2511941,2.0391054,9.7226915,176.6069183,9.3671522,8.3626318,66.4490204,1.0045203,1.5570065,0.050226,15.9498482,0,0.0819286,0.2462058,0.352218,8.4950905,46.2726898,33.9527893,0,28.3406105,101.3321838,0.5635591,13.7857866
3394316,Bikemap,South Florida,114343.6548,1.9415157,0.4810061,0.2273847,0.2536214,1.3817995,1.9677523,68.4544907,7.4891605,15.884903,4.4737878,21.5806065,0.5321246,12.9877806,5.8414021,6.0712962,3.3685131,1.2253371,0,1.6525912,26.941082,5.0847459,1.1627907,7.8097906,70.346962,0.398051,8.7365112
3463449,Bikemap,South Florida,6073.36446,0.9879203,3.457721,2.3051474,1.1525737,0.1646534,0,146.8502045,98.3552628,0.6578947,0,0,0,0,0,0,0.6562017,0,0,0,88.8050919,0,0,7.9033623,5.7366514,0.2204238,12.694171
3464989,Bikemap,South Florida,18572.02553,0.8615108,4.2537093,2.2614658,1.9922436,0.2692221,5.9767308,198.3017273,80.1385651,7.274827,0,0,5.0808315,3.4642031,7.7292991,0,2.5083139,0,0,1.9139819,71.9207764,0,0,6.9997749,53.0479965,0.3512722,15.0199814
3469591,Bikemap,South Florida,11367.48896,2.5511351,2.7270753,1.8473737,0.8797017,0.3518807,0.1759403,158.6136017,5.2747254,17.3626366,0,54.2857132,0.2197802,0,11.5513096,0,1.2541051,0.4127897,0.8278761,9.54986,59.248127,30.32967,0,17.3301239,23.994503,0.3159117,11.7103415
3476419,Bikemap,South Florida,18638.22973,1.3949822,1.0730633,0.4828785,0.5901848,0.965757,25.8071728,51.3814087,6.25,5.46875,0,0.1302083,2.34375,55.859375,19.236393,0,6.2726502,0,0,25.2173805,8.4284658,5.5989585,0,7.2968302,17.5855103,0.3457683,11.1867466
3484973,Bikemap,South Florida,13974.28467,1.3596402,1.8605603,0.9302801,0.9302801,0.5724801,33.2754059,66.8910751,9.4736843,6.3157897,0,0,2.8070176,44.7368431,10.0494556,0,8.8790531,0,0,34.2360115,11.3870363,6.3157897,0,5.9394813,18.7775803,0.3559246,11.2242546
3528742,Bikemap,South Florida,10486.33896,1.0489838,0.8582595,0.4768108,0.3814487,0,27.5596657,48.9107933,26.4285717,0,0,0,60,10.2380953,6.2849069,0,0,0,0,15.2497759,31.0601273,13.333333,0,2.1933298,31.7578335,0.740098,16.3799362
3562491,Bikemap,South Florida,66017.09726,2.1509581,0.6361988,0.3180994,0.3180994,1.2269549,8.2705851,88.208519,3.8604898,63.8178902,16.2406807,5.4845581,0.7454739,0,14.3075132,0,1.603676,0.2623719,0.3713025,12.476182,51.5451012,24.7337589,0.4526092,22.6002064,210.1660919,0.5745776,9.0371237
3563659,Bikemap,South Florida,14443.90137,2.0077677,1.8693011,1.0385005,0.8308005,0.9000338,0.0692334,155.8104706,11.8845501,67.7419357,1.3582343,10.3565369,0.5093378,0.1697793,9.9779282,0,0,3.7830446,6.5905609,4.4672003,57.5412216,0.3395586,0,14.5390081,37.3347549,0.4678127,13.5180473
3636117,Bikemap,South Florida,3113.869721,2.2480068,6.74402,2.5691504,4.1748695,0.6422876,0,63.8324585,68.1818161,13.636364,2.2727273,0,0,0,38.4364281,0,5.2566123,3.2850027,0,0,41.9358025,0,0,29.5452309,644.3326416,0.8514978,10.0552998
3643022,Bikemap,South Florida,24588.36048,1.3014288,2.3181701,1.1794199,1.1387502,0.2440179,7.1985278,114.4483185,34.3373489,22.7911644,3.4136546,6.3253012,2.7108433,10.0401602,4.1101732,0,0.8639967,0,0,21.1089058,44.0643616,21.6867466,0,12.4042435,39.3094368,0.4341023,9.6784248
3644258,Bikemap,South Florida,6171.8535,1.2962071,0.8101294,0.3240518,0.4860776,0.3240518,0.4860776,83.1203537,6.8825912,0,56.2753029,2.0242915,0,0,69.0612259,0,2.9651248,5.620616,0,0,22.1015625,51.4170036,0,24.1418571,59.0924644,0.4661619,9.6321449
3657323,Bikemap,South Florida,3758.427227,1.3303437,2.1285498,1.3303437,0.7982062,0.7982062,0.5321375,55.0083275,9.9337749,0,27.8145695,41.0596008,0,0,29.129528,0,4.8448863,9.7763271,0,0,52.1990204,27.8145695,0,13.3034372,13.4135685,0.4412607,9.4700747
3677795,Bikemap,South Florida,1827.759705,1.0942358,1.6413536,0.5471179,1.0942358,1.6413536,1.0942358,67.898407,13.9344263,78.6885223,0,0,0,0,53.5780373,0,0,0,0,0,12.1233253,0,0,8.206768,7.8149519,0.6371025,15.6990023
3687491,Bikemap,South Florida,10735.29395,1.5835617,2.0493152,1.0246576,1.0246576,0.3726027,0,82.0997391,40,0,0,37.209301,0,0,2.3646135,0,0.2456578,0,0,2.7822511,62.454731,0,0,5.8684931,63.9780121,0.3669585,6.101438
3724301,Bikemap,South Florida,21132.56213,1.9874542,0.3785627,0.0946407,0.283922,3.217783,10.4577951,43.0922928,1.2987013,0,64.5887451,30.3896103,1.7316017,0,12.3736715,0,7.5811005,0.8902332,0.3214268,18.9873943,19.1513004,0,0,9.1801453,151.6698914,0.5986804,8.0181618
3724330,Bikemap,South Florida,14829.51351,1.2812288,0.8091971,0.3371655,0.4720317,1.4835281,8.3617039,34.8238487,2.759382,0,74.5033112,19.8675499,0.7726269,0,11.4156961,0,9.772891,0.9995229,0,16.1156044,20.6358032,0,0,8.2942705,100.222496,0.6047796,7.9885216
3730134,Bikemap,South Florida,745.0071026,2.6845381,1.3422691,0,1.3422691,2.6845381,4.0268073,146.8658752,10,3.3333333,0,70,0,0,69.6512985,0,13.4906502,0,0,0,10.2855024,13.333333,0,56.3753014,154.5785522,0.606503,12.1049099
3731760,Bikemap,South Florida,57562.1964,1.0770957,0.677528,0.3474503,0.3300777,0.642783,1.0770957,58.1706696,15.0789604,18.7468166,0,55.1961288,0.5094243,5.1706572,3.7892706,4.1787572,4.5425019,2.6985784,0,2.5785489,51.8693695,0.1018849,0,5.0901461,22.3390026,0.4145247,10.2622662
3802613,Bikemap,South Florida,2802.50913,2.1409385,2.1409385,1.4272923,0.7136462,7.1364622,0.7136462,627.5665283,25.4385967,5.2631578,0.877193,48.2456131,0.877193,0,62.8215408,0,0,0,0,0,17.5224514,4.3859649,0,29.6163177,102.5178909,0.623492,17.7608318
3802942,Bikemap,South Florida,8286.021918,2.1723332,0.724111,0.3620555,0.3620555,3.1378145,8.9307032,261.9726257,15.3614454,45.1807213,18.3734932,3.3132529,0.3012048,0,12.6997986,0,0,0,0,6.401022,70.291687,0.3012048,0.3012048,22.3267574,98.3686295,0.5364206,16.1292133
3817433,Bikemap,South Florida,63875.62522,2.1761038,0.5479398,0.2504868,0.297453,0.5322844,1.3150556,67.5760345,6.3735514,21.097477,10.1567822,59.1342888,0.204499,0,7.1021032,3.9552052,1.0442984,3.3293571,0,2.4342844,49.6254539,34.3217468,0,8.5635166,160.0054626,0.525399,8.4581127
3837430,Bikemap,South Florida,8276.42815,2.5373263,1.4499009,0.9666005,0.4833003,1.9332011,11.4783812,58.1757088,17.1641788,0,11.6915426,38.8059692,0.4975124,8.955224,20.8060455,0,0.421256,0,4.5657978,9.4260206,21.260416,0,0,25.1316147,61.1757507,0.6175356,14.2129393
3838808,Bikemap,South Florida,1440.792173,2.7762506,3.4703131,2.0821879,1.3881253,0,0,59.4826012,63.7931023,0,0,0,34.4827576,0,0,0,0,0,0,0,98.054657,0,0,6.9406261,90.3790436,0.8518438,8.6669979
3839192,Bikemap,South Florida,5420.009786,1.2915106,1.6605136,0.369003,1.2915106,0.369003,0,131.9851227,40.5529938,0,0,26.7281113,17.0506916,0,0,0,0.112772,0,0,0,88.0074158,0,0,5.1660423,343.991394,0.5581306,8.4452448
3841657,Bikemap,South Florida,119707.789,2.1636019,0.2171956,0.1336588,0.0835368,2.2137239,9.3978844,160.5596313,4.4917898,35.2829437,44.6736336,3.5690053,1.5198805,0.0135704,13.2162848,0,0.2918989,0.1453266,0.0240078,10.8370104,51.2738266,20.7490845,0.3256887,24.7937088,146.3760376,0.5619898,12.1167955
