trip_id,source,location,length,ratio,turns,Rturns,Lturns,signals,flickr,population,residential_road,secondary,primary,tertiary,footpath,cycleway,commercial,farm,forest,openland,industrial,recreational,residential,bikelane,sharrow,intersection
259916,Bikemap,North Holland,71375.90928,2.4658179,0.4763512,0.1401033,0.3362479,1.0928057,3.5025823,100.2232819,2.3604345,1.1240165,2.5103035,77.0138626,0.7306107,5.7886848,0.7477184,3.7731006,3.0455444,24.3617649,4.5677924,2.7080309,28.0347996,59.853878,10.041214,5.2959046
271228,Bikemap,North Holland,19153.28263,2.1928356,1.8795733,1.0442075,0.835366,0.6265244,1.9839941,76.8459854,6.3885269,1.0430248,0.1303781,3.7809649,2.4771838,8.2138205,4.8512731,17.4512787,3.482614,41.9171333,7.2318196,2.4920352,11.3810434,3.6505866,0,4.2812505
275364,Bikemap,North Holland,43071.50161,1.5787702,2.0663314,1.114426,0.9519055,3.6683187,1.9734627,183.4199066,9.7880535,24.16185,8.2080927,29.7495174,4.1618495,10.5587673,0.3051225,0,5.3746715,18.4773026,2.9953442,2.4769228,57.1382828,2.5818882,7.7456646,10.5870466
275375,Bikemap,North Holland,25505.28558,2.7053216,0.5096983,0.2352454,0.2744529,1.4114721,8.2335873,82.4833679,3.1472683,37.8859863,0.2375297,31.9477444,1.4845606,8.6104517,0.3437102,0.1199278,1.3965278,29.436594,1.0545285,0.6810311,13.4087896,0.1781473,0,7.645474
275992,Bikemap,North Holland,15648.88924,2.3643851,1.9809712,0.8946322,1.0863391,4.4731607,2.1726782,252.893219,6.3893018,10.6983652,2.9717681,19.4650822,11.1441307,26.7459145,0.7847756,0,7.6600742,14.3736839,0.5572698,16.9994564,42.9930153,11.2927189,0,15.2726498
275994,Bikemap,North Holland,33780.98456,2.0425692,1.1248932,0.5624466,0.5624466,0,2.6938231,55.204731,1.0957325,19.7808533,0.1730104,26.874279,2.1914649,9.0542097,0.5404196,0.6313598,3.5213094,45.7268562,1.0283267,2.5785334,10.0998325,24.2791233,0,2.7530282
285131,Bikemap,North Holland,17177.73485,2.0375214,1.5718021,0.8150085,0.7567936,3.5511086,1.8628765,118.8587112,14.9709301,22.3837204,0,7.7034883,3.9244187,23.6918602,1.1978142,7.4382963,5.5645185,20.7697468,5.0814219,0.8844973,63.4015884,14.680233,0,13.7387152
292100,Bikemap,North Holland,13052.88195,2.451566,1.1491715,0.4596686,0.6895029,0,1.5322287,11.6614313,0,0,0.1912046,85.6596527,0.3824092,0,0,0.3154854,1.0595865,57.8480835,0,0,5.3138113,0,0,0.9193372
292103,Bikemap,North Holland,71708.41578,2.1057501,1.6594983,0.7948858,0.8646126,0.9064487,3.9186475,72.1020737,3.7630663,1.5679443,0.6271777,15.9233446,3.205575,33.0313606,1.0274196,1.7481257,7.3645601,37.6822433,3.0710738,1.0162359,26.0217667,0.6620209,0.1393728,5.1040034
294880,Bikemap,North Holland,56073.78906,2.0152018,0.802514,0.4101738,0.3923402,1.7655308,4.6724148,72.2881241,2.9015853,49.3568649,0.5085253,9.1235418,1.3760096,11.0080767,0,4.3328872,27.6058483,15.9140835,1.8931035,3.1482408,25.9179916,2.3930602,0.5384385,7.668467
298082,Bikemap,North Holland,42306.61843,1.5127656,1.347307,0.5672871,0.7800198,0.7563828,6.3583431,70.8827896,4.2335114,17.7807484,17.2459888,2.9411764,2.4955437,23.3957214,0,1.1324564,3.6356945,35.8342552,6.5764561,1.570071,16.3760834,1.5151515,0,3.9237359
308836,Bikemap,North Holland,70743.3216,2.2475619,0.8905434,0.325119,0.5654244,0.7915941,10.2483168,51.8504181,0.837483,20.1674957,8.6464462,59.0312347,0.8148484,2.874604,0.5823381,0.9395224,2.0828962,38.4888229,3.7706625,1.3441713,15.6820955,8.0805798,0,4.3961749
322783,Bikemap,North Holland,32420.32471,2.3442085,0.8019661,0.4318279,0.3701382,7.4336085,4.7501068,201.160614,4.3947573,6.9390903,10.0231304,17.5019283,12.1048574,17.5790291,8.040822,0.0389303,5.5852003,18.0956249,5.2845364,3.8197827,29.8569183,7.4787974,0.154202,15.2065105
325759,Bikemap,North Holland,7455.985244,2.4141679,0.6706022,0.1341204,0.5364817,11.9367189,0.4023613,319.879364,15.3846149,21.73913,1.0033445,1.3377926,16.0535126,32.4414711,0.7296864,0,1.5549725,2.4283717,0.4330569,3.6681547,74.1299744,7.3578596,0,25.0805225
325777,Bikemap,North Holland,6431.03001,2.3324413,0.9329765,0.4664883,0.4664883,8.7077808,0.1554961,312.5472412,13.5658913,22.0930233,0,2.7131784,18.9922485,21.7054272,1.5492756,0,4.709765,7.9363551,0.2087625,19.4181881,63.6697083,16.2790699,0,29.0777683
342163,Bikemap,North Holland,8458.872442,2.4826005,1.4186288,0.8275335,0.5910953,10.9943733,2.8372576,322.523468,14.698163,14.1732283,11.8110237,31.4960632,7.0866141,8.661417,2.188844,0,2.7832017,4.7397871,0,4.3812399,63.2748947,20.7349091,0,26.008194
344902,Bikemap,North Holland,24629.16949,1.9083064,1.2992724,0.6496362,0.6496362,0,13.0333261,17.6210709,9.0263691,4.6653142,0,3.8539553,7.5050712,54.969574,0,0,52.428524,3.485774,0,1.5417706,26.1866817,9.0263691,0,3.572999
344906,Bikemap,North Holland,19414.01527,2.2148948,1.4937662,0.7726377,0.7211285,0,6.1295924,4.5646319,0,0.2668446,0,0,0.933956,76.317543,0,0.9337253,44.3838005,5.5639997,0,0.032766,0,0,0,0.9786744
352745,Bikemap,North Holland,27931.73673,2.1480942,0.7160314,0.3938172,0.3222141,2.7925224,9.9170341,76.6054535,0.7762879,7.4805927,21.5949192,45.5186996,0.2822865,6.9160199,0.0966574,3.2221,3.0230131,43.1815987,4.6871424,1.545966,23.6246777,0.0705716,0,7.554131
352750,Bikemap,North Holland,168418.2433,2.190974,0.8609518,0.5106335,0.3503183,1.9178445,2.84411,80.5732193,5.0585322,26.8221817,21.3107758,17.4656067,0.7604887,17.1665382,0.738743,4.4745498,9.3704853,30.3729019,6.8932562,1.2649677,26.0530434,2.5378108,0.5725028,7.0063667
361635,Bikemap,North Holland,42322.56538,1.5121957,1.3467993,0.5670734,0.7797259,0.7560979,6.3559475,70.8778458,4.231626,17.7728291,17.238308,2.9398663,2.494432,23.3853016,0,1.1324564,3.6356945,35.8342552,6.5764561,1.570071,16.3760834,1.5144767,0,3.9222574
365219,Bikemap,North Holland,45218.83145,2.4547296,0.5970964,0.3759496,0.2211468,0.1105734,4.0469866,26.0276566,0.3324267,53.3998184,0.1208824,32.4569359,0.9368389,4.7144151,0.043461,11.092947,5.0828028,25.3930092,1.255165,2.0515759,23.7788944,5.6814747,0,4.9315739
365230,Bikemap,North Holland,40992.23892,2.2687221,0.8538201,0.4878972,0.3659229,5.9523463,2.5858552,167.5301208,3.6392405,25.3164558,8.8080168,12.0253162,2.3206751,18.723629,0.9341822,0.0792394,6.5273232,10.164834,9.625021,3.2292156,32.8605995,10.2848101,0.685654,13.3195944
406266,Bikemap,North Holland,8404.845694,2.3795798,0.8328529,0.356937,0.4759159,11.6599407,12.3738146,322.5751953,10.7329845,15.4450264,8.9005232,17.015707,11.2565441,7.0680628,7.7261229,0,0.898425,1.9104705,0,3.5174634,57.4391174,18.3246078,0,25.4615021
411850,Bikemap,North Holland,84972.93232,1.4828252,0.5531173,0.2824429,0.2706744,0.2942113,3.3657777,47.3548317,0.4455245,0.472526,17.9019852,23.2347775,0.3510193,10.5170784,0.3084463,6.6511641,2.0398958,46.9179688,2.8503952,0.9696259,12.3900566,0.1080059,0,2.2830799
423568,Bikemap,North Holland,8425.701768,2.3736894,1.8989516,0.9494758,0.9494758,11.6310787,12.4618702,322.1300964,9.9730453,14.2857141,6.199461,17.7897568,10.242588,8.8948784,7.7432203,0,0.9123924,1.886297,0,3.4465311,57.6327744,17.7897568,0,24.6863708
426313,Bikemap,North Holland,92684.74152,2.3196914,0.9926121,0.5934094,0.3992027,0.8091947,2.9238901,51.935524,5.8308678,27.5394478,1.1587771,18.3801785,0.7642998,16.0872784,0.4338881,5.6920266,13.1973944,33.2426605,2.3200576,1.4818977,30.2859535,6.1143985,0,6.1822472
426391,Bikemap,North Holland,66032.72439,2.347321,1.0449364,0.6057603,0.4391762,0.090864,1.1055125,11.4257288,0.0974026,17.2402592,0.4545455,35.8766251,0.3571429,2.5974026,0,21.6509171,3.1597726,40.0516129,0,0.0932132,16.0003815,2.7272727,0,3.7708576
435305,Bikemap,North Holland,33805.86274,2.1593888,1.7452594,0.9170007,0.8282587,5.2949395,4.2300353,221.785141,16.3526249,17.2947502,3.9030955,5.3835802,3.9030955,18.2368774,2.5976355,0,7.7016373,12.796752,5.0190191,10.0443974,39.2902451,9.0174971,0,14.7015915
510214,Bikemap,North Holland,34784.32025,2.2711382,0.8912061,0.488726,0.4024802,0.0862458,7.3883862,29.1794891,3.3172081,10.9882517,2.2805805,66.413269,3.2480996,2.2805805,0.3448314,32.917202,3.0791528,22.9859486,0.5589084,1.584119,20.6524506,25.5701447,0.0691085,5.5197282
511793,Bikemap,North Holland,35165.49007,2.5877643,0.1137479,0.0853109,0.028437,0.4265546,4.2086716,27.0919609,0.4901961,0,28.1512604,0.2801121,0.5602241,2.7310925,0,16.450079,10.1842813,33.5015221,1.8930798,0.0072129,8.9233866,0,0,2.3887055
527886,Bikemap,North Holland,41911.21553,1.9803768,1.8610771,0.9066786,0.9543985,0.7396588,3.7221541,122.2733459,6.6707282,3.1982942,2.2844958,7.7368259,2.4063356,45.0502586,0.244241,0.1937689,6.7757292,33.549057,12.6151505,13.7310648,17.2241802,9.594883,0,4.5095329
527926,Bikemap,North Holland,41907.64839,1.9805454,1.8612354,0.9067557,0.9544797,0.7397218,3.7224708,122.6420059,6.7600489,3.0146163,2.3447015,7.7344704,2.4360535,45.1278915,0.2439745,0.1935575,6.7813311,33.4959526,12.6013832,13.7126331,17.3367157,9.5919609,0,4.5815024
530319,Bikemap,North Holland,9433.965146,1.8019994,4.4519987,2.4379992,2.0139995,2.0139995,8.9039974,315.6915894,14.2857141,7.9365077,3.4391534,0,13.7566137,1.3227513,6.6239204,0.0643722,0.1403163,0.0593887,0,0.085652,69.2510757,14.5502644,0,12.2959967
534490,Bikemap,North Holland,68163.7099,2.3032784,1.4670563,0.7628693,0.704187,5.1493678,5.5161319,136.1247864,4.0337367,1.6868354,3.080308,9.9376602,7.8841219,46.9380264,6.0522709,1.8029356,10.2089071,20.9877262,4.0718327,18.425396,26.729208,9.094243,0,9.3598194
552423,Bikemap,North Holland,63381.19988,2.3035221,0.804655,0.4733265,0.3313285,1.2622039,6.2636871,59.7511902,6.148705,33.8178787,14.8705091,15.0710106,0.4845447,20.2339172,0.7096692,10.1798382,10.4119768,27.1929512,2.2418656,1.4993991,30.4211159,2.0217209,0.5680869,6.5319052
553768,Bikemap,North Holland,16196.96647,1.420019,1.7904587,0.9260994,0.8643594,8.5818539,3.3956976,304.3479309,8.0645161,18.9247303,31.0752697,1.2903225,4.516129,7.6344085,3.6586967,0,0.2856459,1.4465411,0,2.0640078,54.9808311,21.0752697,1.5053763,12.4714708
565041,Bikemap,North Holland,40404.42784,2.400727,0.8167422,0.4949953,0.3217469,0.5444948,6.3359394,50.8692513,3.3586566,44.2223129,0.039984,25.1899242,1.7992803,19.8720512,0.5163574,0.1413656,2.3919713,38.3785057,0.4893932,2.8063569,18.8097229,20.2718906,0,3.5887156
607343,Bikemap,North Holland,120655.5695,2.3952479,0.5387236,0.3232341,0.2154894,0.5304355,3.8539455,23.9064598,0.1247077,4.0062356,48.371006,26.3600941,0.6079501,3.1176929,0.21487,24.8499203,4.1626534,34.7614136,2.0317512,0.6535395,8.7845345,1.5588465,0,3.6716084
608468,Bikemap,North Holland,63381.19988,2.3035221,0.804655,0.4733265,0.3313285,1.2622039,6.2636871,59.7511902,6.148705,33.8178787,14.8705091,15.0710106,0.4845447,20.2339172,0.7096692,10.1798382,10.4119768,27.1929512,2.2418656,1.4993991,30.4211159,2.0217209,0.5680869,6.5319052
608476,Bikemap,North Holland,78367.46125,2.4755173,0.1786456,0.063802,0.1148436,0.6380199,7.0309792,80.8157654,5.0079746,2.4242425,2.5518341,1.7862839,5.4226475,12.1531105,1.6687537,2.6861954,11.2952957,22.303957,6.9598594,1.4095072,29.6417732,0.5741627,0,3.5473907
609664,Bikemap,North Holland,77699.82173,2.3294778,1.1711738,0.6306321,0.5405418,0.296011,3.912493,33.7604675,2.8164749,2.8770442,0.7874016,28.6795883,1.6353725,8.6311331,1.3883588,18.7396431,4.7873354,33.4808731,0.0703057,2.1091397,21.7151299,1.7262266,0,4.3372045
611298,Bikemap,North Holland,38221.05528,2.0930872,1.6744697,0.6279262,1.0465436,4.5001373,1.4128338,170.9146423,3.1515152,25.212122,10.181818,29.030304,2.8484848,11.333333,2.4279537,0.4925301,8.9609032,16.8134441,1.1548123,14.4441681,35.6663437,21.818182,0,12.0090876
614701,Bikemap,North Holland,41552.94008,2.5509627,0.5294451,0.3369196,0.1925255,2.1177804,6.4736695,64.595253,0.5,1.4,0.1,81.8499985,1.05,3.95,2.6232171,9.8012705,3.2034695,25.5536728,2.5702193,2.6921234,23.641037,59.5499992,2.6500001,3.7301812
623546,Bikemap,North Holland,38962.74871,2.2329021,1.0009561,0.5389764,0.4619797,1.6169291,8.8546114,76.3579102,9.1839104,52.3366661,7.254127,1.255522,0.3255057,22.2971401,0.5007607,8.0625315,16.7444115,14.6879492,0.2751966,1.5739554,48.0093842,0.2325041,0.0232504,10.4972057
623697,Bikemap,North Holland,65083.92458,2.3969052,0.3533899,0.2612012,0.0921887,1.6901255,1.5672072,58.3152237,0.4103032,13.51721,54.0460434,6.3141098,0.1367677,5.1743789,0.2643349,10.9403257,4.4631319,38.4791946,4.3976688,0.2964272,17.183815,0.7294279,0.1139731,5.3930368
633525,Bikemap,North Holland,30399.58594,1.9079207,2.0395014,1.1184363,0.9210652,6.5790372,5.0329633,202.1397705,4.6527777,34.0972214,13.75,12.916667,4.4444447,10.9722223,1.6378654,0,3.6013672,11.89464,19.1751423,2.3032253,50.0647621,1.1805556,0,12.8620176
640155,Bikemap,North Holland,157913.3807,2.0390925,0.8675642,0.4876091,0.3799551,2.1024184,4.9837451,94.8095474,4.9184856,37.5241776,18.4489269,11.9922628,0.7276412,8.0316849,0.6259525,1.7219142,6.5453606,33.3128777,2.5029428,1.3185424,29.9801674,7.3224649,0,7.0228376
649579,Bikemap,North Holland,2870.558826,2.7869139,1.0450927,0,1.0450927,15.3280258,11.8443832,327.3111877,26.0638294,6.9148936,26.5957451,5.319149,9.5744677,11.1702127,9.4984417,0,1.611021,3.2510679,0,6.9637566,62.3740044,19.1489353,0,29.9593239
661998,Bikemap,North Holland,32705.86463,2.1708646,2.5989223,1.3147489,1.2841734,0.1528778,6.3597155,52.6917801,6.2078271,14.0350876,0.0674764,34.4804306,1.417004,13.5627527,0,0.692977,1.3106428,56.8820839,0.2920697,2.2472861,20.1956348,1.7543859,0,4.3111534
728380,Bikemap,North Holland,64521.07036,2.2318292,0.7129454,0.3564727,0.3564727,1.5963777,5.2231002,40.416481,0.6709363,4.42208,45.0747185,32.5709076,0.3659652,3.9341264,0.0410344,6.2941408,2.5874951,43.3644562,1.4993464,1.1986624,17.3964329,1.7383349,0,5.7810574
729441,Bikemap,North Holland,138169.277,1.5560622,0.6658499,0.3184499,0.3474,0.2316,4.2411742,26.2686787,2.4416711,5.3716764,0,1.8990775,3.1108699,65.6357422,0.0578265,5.8266029,20.2368793,11.282609,0.0051814,0.3254597,15.8504896,3.2374752,0,2.6344497
731567,Bikemap,North Holland,20618.07596,2.5220587,0.6790158,0.3395079,0.3395079,0.2425057,0.5820135,35.5795364,0.6538797,0.3487358,11.90061,22.0139503,0.087184,12.2929382,0.3565986,4.409646,2.3073745,60.3709106,0,0,10.1928225,0,0,3.7345872
745861,Bikemap,North Holland,111779.8364,1.0735389,0.9572389,0.4920386,0.4652002,0.5009848,0.7693695,61.4113464,6.6850634,37.9116974,0.6587146,18.6042366,1.2106106,19.2540493,0.1109281,7.1195869,23.2543621,14.4145775,6.0852914,1.2338089,30.5626163,6.693965,0.551896,4.5088634
755808,Bikemap,North Holland,57996.72423,2.1208093,0.6207247,0.3276047,0.29312,0.1896659,2.8449883,24.7845364,0.2959831,1.0993657,0.9302326,66.5961914,0.0422833,0.845666,0,8.8929081,1.2151613,45.4960709,0.0918549,0.0108858,12.0575438,9.2600422,0,2.5173836
758884,Bikemap,North Holland,72826.6391,1.7301362,2.2519233,1.0984992,1.1534241,0.2471623,2.1420734,18.153923,3.3973918,6.6918325,0,0.0343171,4.3239532,30.0617714,0.0876644,5.1466346,43.4796829,6.2942829,0,0.2014915,8.9333906,0.4118051,0,2.4304292
800713,Bikemap,North Holland,45360.83983,1.3006814,0.4629544,0.2865908,0.1763636,2.1824992,6.7018161,127.2297516,0.3904071,2.8722811,71.9743423,2.6491914,1.1712214,2.5097601,1.9138607,1.3494852,3.6132813,39.5035439,0.1440012,2.9387779,16.6621628,0.9202454,0,5.312953
801919,Bikemap,North Holland,119854.8061,2.3611903,0.8677166,0.5089492,0.3587674,4.0632496,3.1120989,115.2397232,1.4302,28.1687222,35.8482742,7.1717277,0.9741942,5.0057001,0.7684486,3.8941302,5.9259791,27.9295197,4.866919,3.1737709,29.8294258,2.414758,0.1554565,9.7451248
828291,Bikemap,North Holland,88795.51613,2.2861514,0.7883281,0.4054259,0.3829022,0.2477603,2.9280758,36.1074295,1.6502874,47.7099953,0,18.1902466,1.1310959,8.974597,0.0573856,5.9918356,19.3641796,13.3651133,3.039499,2.558955,16.9524822,4.1906176,0.0927128,5.9575081
834595,Bikemap,North Holland,36117.86228,2.2426577,1.0797981,0.6644912,0.415307,3.5162656,1.5227922,62.3184814,0.802139,26.363636,20.2139034,16.7379684,5.9358287,8.6096258,0,0.3375117,18.036375,17.86516,1.7811098,3.2014494,18.0534248,1.7647059,0,8.693759
834819,Bikemap,North Holland,37829.20652,2.3262448,0.3700844,0.264346,0.1057384,3.1985867,5.3926587,79.5709,0.3443526,5.4752064,61.9490356,1.5151515,0.1033058,3.4435263,0.2583518,11.5223417,11.5683203,28.6187649,1.7192736,1.2943475,36.9677773,0.9297521,0.0688705,5.3926587
840507,Bikemap,North Holland,54789.26594,2.3544757,0.73007,0.3467833,0.3832867,0.876084,3.9241264,103.5098724,1.854193,19.0054779,6.1104088,27.4336281,0.9270965,25.3687325,0.8191602,1.1549457,3.4091017,31.1263466,9.1797256,1.8370941,21.5413628,9.1024017,0,4.2161541
851941,Bikemap,North Holland,18068.03549,2.4352398,0.6088099,0.3874245,0.2213854,0.2767318,1.7157372,67.1653442,1.2133468,14.1557131,0.3033367,41.5571289,5.6622853,7.9878664,0,0.9551747,7.8924594,38.8083191,0.6528738,4.2453117,14.1083336,2.7300303,0,4.7044406
901116,Bikemap,North Holland,40398.89543,2.0792649,1.6584612,0.8911135,0.7673477,0.2227784,10.8418808,29.7644978,9.1584158,10.5198021,0,2.9702971,3.4653466,42.6980209,0.1348082,3.8701303,20.8234711,14.4237328,0,0.9135356,22.3955269,6.4975247,0.1237624,4.6040864
901122,Bikemap,North Holland,38301.56407,2.0103617,2.2192304,1.096561,1.1226696,0.7310407,8.1980982,86.0052795,6.1277704,8.3441982,0.2607562,24.4458923,10.2346802,22.2294655,9.1445961,1.1788036,11.3284769,22.4317303,0.608211,0.4149143,49.4241943,22.2946548,0,7.2059722
904911,Bikemap,North Holland,16647.86686,2.4027102,0.9610841,0.4204743,0.5406098,1.3214906,2.0423038,53.4414749,9.246088,10.2418203,0.1422475,28.5917492,3.5561879,37.2688484,0,0.1721672,12.2764874,36.5800629,0.7338381,1.2608918,17.3504581,0,0,6.4272499
907527,Bikemap,North Holland,31354.47037,2.4557903,0.8611212,0.4784007,0.3827206,0.2870404,0.3189338,36.1762161,0.7968128,3.5856574,14.0239048,26.2948208,1.5936255,16.8924294,0,4.8919611,3.4004543,49.4900627,0.3341397,2.1489637,14.0944977,3.1872511,0,4.6883268
910352,Bikemap,North Holland,24862.05031,1.7697655,0.4022194,0.1608878,0.2413317,0,2.815536,21.8829632,0.201005,7.7386932,18.1909542,37.7889442,3.4170854,13.1658287,0,5.9600844,2.5116765,47.9341774,0,0.6790351,17.1600113,20.2010059,0,3.0970898
910415,Bikemap,North Holland,17956.17535,2.5617929,1.4479698,0.6682938,0.7796761,0.3341469,1.1138229,63.2887535,3.3379693,11.6828928,0.4172462,47.148819,1.8080667,25.1738529,0,1.9508705,9.8951883,22.3030891,0,2.4920828,57.9384537,30.598053,0,9.7459507
912613,Bikemap,North Holland,36212.71821,2.1815541,1.6568764,0.6903652,0.9665112,2.4300854,7.0693398,166.0865936,17.6178665,12.9032259,2.3573201,16.6253109,5.9553351,21.7121582,1.1752428,0.4366589,2.9795761,20.0022335,0.6654518,8.2849607,41.3839378,5.3970222,0.0620347,10.9906139
920434,Bikemap,North Holland,17641.36893,2.040658,2.4374526,1.4171236,1.020329,4.7615352,0.5101645,253.1875916,0.8415147,14.3057499,0.2805049,16.6900425,12.3422155,20.7573624,3.2877262,0.1529859,10.9054985,17.2747707,0.0463471,15.6002445,31.0770416,0,0,9.6931257
931444,Bikemap,North Holland,41984.26249,2.548574,0.7383719,0.3334583,0.4049136,0,8.6699152,9.5361443,0,4.1493778,1.4819206,17.2495556,1.1262597,26.7338467,0,35.0232201,5.5624557,21.6051197,0,0.0163145,15.0000801,3.9122703,2.7860107,2.9296691
931473,Bikemap,North Holland,43711.44223,1.1667426,0.9837241,0.4117915,0.5719326,0.0457546,3.7976327,29.6967564,1.8275272,0.9137636,1.0850942,9.9371786,1.1993147,41.8046837,0,22.6520557,1.8312762,15.418335,0.0465424,0.5991217,6.7475204,0,0,2.5165036
934961,Bikemap,North Holland,45115.23709,2.1057189,1.5072513,0.864453,0.6427984,1.1304384,2.3717043,74.6955948,4.9044056,11.9700747,13.175395,10.6816292,1.1637573,13.175395,1.8133702,5.6391544,11.9456596,29.2935505,9.9250574,6.3567591,14.6002893,0.7481297,0.1246883,6.0733361
953768,Bikemap,North Holland,59936.72981,2.3524806,0.3003167,0.1668426,0.1334741,0.1334741,8.4589195,21.0582371,1.8765638,0,1.0425354,49.7497902,2.1684737,9.6747293,0.0550628,14.516058,3.9616606,35.7041245,1.9246255,1.095713,11.0053349,13.094245,0,3.0365353
963910,Bikemap,North Holland,21907.51699,2.1910288,1.049868,0.5477572,0.5021108,0,5.0211077,57.3357582,1.1402508,0.2280502,0.5701254,1.9384265,4.7890534,23.9452686,0,0.1976605,8.2112265,45.980854,0.5073117,28.3453941,10.1630049,0.2280502,0.9122007,1.688918
964106,Bikemap,North Holland,25762.99961,1.2420914,3.7262743,2.0183985,1.7078756,0,4.3861351,14.7243223,1.7458777,0,0,3.2007759,0.484966,64.1125107,0,0,14.3416605,41.2552643,0,85.9504013,6.2505932,0,0,1.8631371
964996,Bikemap,North Holland,29095.90737,2.3714676,1.4091328,0.5842746,0.8248582,0.343691,4.7773042,84.1233292,15.5216284,8.0576763,14.7582693,30.5343513,2.2900763,3.8167939,0.8962926,0.6103493,4.3380308,33.6407089,3.4396238,0.1138706,29.0524788,3.0534351,1.8659881,5.2241025
1000896,Bikemap,North Holland,97797.14314,2.1370769,0.828245,0.4703614,0.3578837,1.7689679,2.1575272,62.7176208,1.8812147,20.2096214,33.4049988,30.2875576,0.2418705,7.5382962,0.5051113,5.1433883,13.1223202,24.7835979,2.6246011,1.7620971,35.0391273,6.8664336,0.3896802,7.6893864
1006082,Bikemap,North Holland,270719.1908,2.2938898,0.7609361,0.4026312,0.3583049,1.7767488,5.9803667,68.5499039,1.274577,29.2866936,31.2357101,17.4211254,0.8116141,3.6636946,0.3268672,11.0218821,5.7017503,29.9976406,2.7884078,2.0940971,19.1928844,4.3438501,0.7258802,6.8632002
